CODE POSTAL;CODE INSEE;NOM COMMUNE;CODE DEPARTEMENT;SURFACE COMMUNE (km²);POPULATION COMMUNE;coordonnees;var;Couverture;Opérateur;var2;Type Couverture;Réseau
59570;59277;GUSSIGNIES;59;3.007074923;337.26;50.3405832772, 3.74998509899;SFR Couverture population 2G;0.96;SFR ; population 2G;Population;2G
59320;59278;HALLENNES-LEZ-HAUBOURDIN;59;4.32871823955;4332.48;50.6120409794, 2.95454404454;Orange France Couverture surfacique 4G;1.0;Orange France ; surfacique 4G;Surfacique;4G
59320;59278;HALLENNES-LEZ-HAUBOURDIN;59;4.32871823955;4332.48;50.6120409794, 2.95454404454;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59320;59278;HALLENNES-LEZ-HAUBOURDIN;59;4.32871823955;4332.48;50.6120409794, 2.95454404454;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59250;59279;HALLUIN;59;12.414343241;20206.87;50.7747480298, 3.12692474358;Orange France Couverture surfacique 2G;0.97;Orange France ; surfacique 2G;Surfacique;2G
59250;59279;HALLUIN;59;12.414343241;20206.87;50.7747480298, 3.12692474358;Par au moins un opérateur Couverture surfacique 3G;0.98;Tout Opérateur ; surfacique 3G;Surfacique;3G
59250;59279;HALLUIN;59;12.414343241;20206.87;50.7747480298, 3.12692474358;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59250;59279;HALLUIN;59;12.414343241;20206.87;50.7747480298, 3.12692474358;Free Mobile Couverture population 4G;0.04;Free Mobile ; population 4G;Population;4G
59250;59279;HALLUIN;59;12.414343241;20206.87;50.7747480298, 3.12692474358;SFR Couverture population 2G;0.99;SFR ; population 2G;Population;2G
59151;59280;HAMEL;59;3.39997445321;782.13;50.2819824197, 3.06850591061;SFR Couverture population 4G;1.0;SFR ; population 4G;Population;4G
59151;59280;HAMEL;59;3.39997445321;782.13;50.2819824197, 3.06850591061;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59151;59280;HAMEL;59;3.39997445321;782.13;50.2819824197, 3.06850591061;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59151;59280;HAMEL;59;3.39997445321;782.13;50.2819824197, 3.06850591061;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59151;59280;HAMEL;59;3.39997445321;782.13;50.2819824197, 3.06850591061;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59496;59281;HANTAY;59;1.91600420705;1043.05;50.5374677667, 2.86845922313;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59496;59281;HANTAY;59;1.91600420705;1043.05;50.5374677667, 2.86845922313;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59496;59281;HANTAY;59;1.91600420705;1043.05;50.5374677667, 2.86845922313;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59300;59032;AULNOY-LEZ-VALENCIENNES;59;6.04126499179;6575.3;50.3261545044, 3.53764264287;Free Mobile Couverture surfacique 4G;0.56;Free Mobile ; surfacique 4G;Surfacique;4G
59300;59032;AULNOY-LEZ-VALENCIENNES;59;6.04126499179;6575.3;50.3261545044, 3.53764264287;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59300;59032;AULNOY-LEZ-VALENCIENNES;59;6.04126499179;6575.3;50.3261545044, 3.53764264287;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59300;59032;AULNOY-LEZ-VALENCIENNES;59;6.04126499179;6575.3;50.3261545044, 3.53764264287;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59300;59032;AULNOY-LEZ-VALENCIENNES;59;6.04126499179;6575.3;50.3261545044, 3.53764264287;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Bouygues Telecom Couverture population 4G;0.03;Bouygues Telecom ; population 4G;Population;4G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Orange France Couverture population 4G;0.99;Orange France ; population 4G;Population;4G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59620;59033;AULNOYE-AYMERIES;59;8.66957180265;8747.58;50.2058749072, 3.83263118494;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Bouygues Telecom Couverture surfacique 3G;0.99;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;Orange France Couverture population 4G;1.0;Orange France ; population 4G;Population;4G
59710;59034;AVELIN;59;14.2663976624;2606.09;50.5397882047, 3.08608433822;SFR Couverture surfacique 4G;1.0;SFR ; surfacique 4G;Surfacique;4G
59440;59035;AVESNELLES;59;12.9637186908;2374.6;50.1056589526, 3.95096845588;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59440;59035;AVESNELLES;59;12.9637186908;2374.6;50.1056589526, 3.95096845588;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59440;59035;AVESNELLES;59;12.9637186908;2374.6;50.1056589526, 3.95096845588;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Orange France Couverture surfacique 4G;0.09;Orange France ; surfacique 4G;Surfacique;4G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59440;59036;AVESNES-SUR-HELPE;59;2.19517930343;4984.5;50.1242937124, 3.92754898552;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59129;59037;AVESNES-LES-AUBERT;59;9.14474927405;3655.59;50.1911782213, 3.37676857334;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59129;59037;AVESNES-LES-AUBERT;59;9.14474927405;3655.59;50.1911782213, 3.37676857334;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59129;59037;AVESNES-LES-AUBERT;59;9.14474927405;3655.59;50.1911782213, 3.37676857334;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59129;59037;AVESNES-LES-AUBERT;59;9.14474927405;3655.59;50.1911782213, 3.37676857334;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59129;59037;AVESNES-LES-AUBERT;59;9.14474927405;3655.59;50.1911782213, 3.37676857334;Bouygues Telecom Couverture surfacique 4G;0.96;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Bouygues Telecom Couverture population 3G;0.89;Bouygues Telecom ; population 3G;Population;3G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Orange France Couverture population 4G;0.99;Orange France ; population 4G;Population;4G
59296;59038;AVESNES-LE-SEC;59;10.640971736;1358.14;50.2483988689, 3.37145460907;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Bouygues Telecom Couverture population 3G;0.93;Bouygues Telecom ; population 3G;Population;3G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Orange France Couverture population 3G;0.99;Orange France ; population 3G;Population;3G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Par au moins un opérateur Couverture population 4G;0.99;Tout Opérateur ; population 4G;Population;4G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59400;59039;AWOINGT;59;6.15415379571;798.73;50.153637436, 3.28601914646;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59138;59041;BACHANT;59;9.3105840782;2287.12;50.2081006997, 3.8751600192;SFR Couverture surfacique 4G;0.0;SFR ; surfacique 4G;Surfacique;4G
59830;59042;BACHY;59;6.10282255254;1319.4;50.5435916608, 3.26883958433;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59830;59042;BACHY;59;6.10282255254;1319.4;50.5435916608, 3.26883958433;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59830;59042;BACHY;59;6.10282255254;1319.4;50.5435916608, 3.26883958433;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59830;59042;BACHY;59;6.10282255254;1319.4;50.5435916608, 3.26883958433;Free Mobile Couverture surfacique 3G;0.99;Free Mobile ; surfacique 3G;Surfacique;3G
59830;59042;BACHY;59;6.10282255254;1319.4;50.5435916608, 3.26883958433;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59270;59043;BAILLEUL;59;44.0217010134;14351.94;50.7274252798, 2.7379912081;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59270;59043;BAILLEUL;59;44.0217010134;14351.94;50.7274252798, 2.7379912081;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59270;59043;BAILLEUL;59;44.0217010134;14351.94;50.7274252798, 2.7379912081;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59270;59043;BAILLEUL;59;44.0217010134;14351.94;50.7274252798, 2.7379912081;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59780;59044;BAISIEUX;59;8.61337101465;4479.34;50.6111718868, 3.24121907398;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59780;59044;BAISIEUX;59;8.61337101465;4479.34;50.6111718868, 3.24121907398;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59780;59044;BAISIEUX;59;8.61337101465;4479.34;50.6111718868, 3.24121907398;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59780;59044;BAISIEUX;59;8.61337101465;4479.34;50.6111718868, 3.24121907398;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59780;59044;BAISIEUX;59;8.61337101465;4479.34;50.6111718868, 3.24121907398;Free Mobile Couverture surfacique 3G;0.99;Free Mobile ; surfacique 3G;Surfacique;3G
59132;59045;BAIVES;59;7.77362363092;154.7;50.0673923236, 4.20393625141;Orange France Couverture surfacique 2G;0.99;Orange France ; surfacique 2G;Surfacique;2G
59132;59045;BAIVES;59;7.77362363092;154.7;50.0673923236, 4.20393625141;Bouygues Telecom Couverture surfacique 3G;0.73;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59132;59045;BAIVES;59;7.77362363092;154.7;50.0673923236, 4.20393625141;Par au moins un opérateur Couverture population 4G;0.0;Tout Opérateur ; population 4G;Population;4G
59132;59045;BAIVES;59;7.77362363092;154.7;50.0673923236, 4.20393625141;SFR Couverture surfacique 4G;0.0;SFR ; surfacique 4G;Surfacique;4G
59470;59046;BAMBECQUE;59;11.2536767913;704.07;50.9087831017, 2.56046766711;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59470;59046;BAMBECQUE;59;11.2536767913;704.07;50.9087831017, 2.56046766711;Orange France Couverture surfacique 2G;0.99;Orange France ; surfacique 2G;Surfacique;2G
59470;59046;BAMBECQUE;59;11.2536767913;704.07;50.9087831017, 2.56046766711;Orange France Couverture population 4G;0.0;Orange France ; population 4G;Population;4G
59266;59047;BANTEUX;59;6.18861493321;324.39;50.0656630113, 3.18790046791;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59266;59047;BANTEUX;59;6.18861493321;324.39;50.0656630113, 3.18790046791;Orange France Couverture surfacique 4G;0.25;Orange France ; surfacique 4G;Surfacique;4G
59266;59047;BANTEUX;59;6.18861493321;324.39;50.0656630113, 3.18790046791;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59266;59047;BANTEUX;59;6.18861493321;324.39;50.0656630113, 3.18790046791;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59266;59047;BANTEUX;59;6.18861493321;324.39;50.0656630113, 3.18790046791;Bouygues Telecom Couverture surfacique 4G;0.19;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59554;59048;BANTIGNY;59;3.26925644165;447.35;50.2342835957, 3.23612444557;Orange France Couverture surfacique 4G;0.99;Orange France ; surfacique 4G;Surfacique;4G
59554;59048;BANTIGNY;59;3.26925644165;447.35;50.2342835957, 3.23612444557;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59144;59116;BRY;59;2.51538701854;344.28;50.3162997425, 3.68368839887;Orange France Couverture surfacique 3G;0.97;Orange France ; surfacique 3G;Surfacique;3G
59151;59117;BUGNICOURT;59;6.44726478074;950.62;50.2910659273, 3.15468753018;Bouygues Telecom Couverture population 4G;0.96;Bouygues Telecom ; population 4G;Population;4G
59151;59117;BUGNICOURT;59;6.44726478074;950.62;50.2910659273, 3.15468753018;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59151;59117;BUGNICOURT;59;6.44726478074;950.62;50.2910659273, 3.15468753018;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59151;59117;BUGNICOURT;59;6.44726478074;950.62;50.2910659273, 3.15468753018;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59151;59117;BUGNICOURT;59;6.44726478074;950.62;50.2910659273, 3.15468753018;SFR Couverture surfacique 4G;0.95;SFR ; surfacique 4G;Surfacique;4G
59137;59118;BUSIGNY;59;16.7868485835;2617.25;50.0375979868, 3.46602965443;Orange France Couverture surfacique 4G;0.17;Orange France ; surfacique 4G;Surfacique;4G
59137;59118;BUSIGNY;59;16.7868485835;2617.25;50.0375979868, 3.46602965443;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59137;59118;BUSIGNY;59;16.7868485835;2617.25;50.0375979868, 3.46602965443;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59560;59152;COMINES;59;16.419742181;12360.19;50.7497420422, 3.01679477405;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59560;59152;COMINES;59;16.419742181;12360.19;50.7497420422, 3.01679477405;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59560;59152;COMINES;59;16.419742181;12360.19;50.7497420422, 3.01679477405;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59560;59152;COMINES;59;16.419742181;12360.19;50.7497420422, 3.01679477405;Bouygues Telecom Couverture surfacique 4G;0.98;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59163;59153;CONDE-SUR-L'ESCAUT;59;18.9154086983;9667.76;50.4678612037, 3.60589087978;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59163;59153;CONDE-SUR-L'ESCAUT;59;18.9154086983;9667.76;50.4678612037, 3.60589087978;Bouygues Telecom Couverture population 3G;0.99;Bouygues Telecom ; population 3G;Population;3G
59163;59153;CONDE-SUR-L'ESCAUT;59;18.9154086983;9667.76;50.4678612037, 3.60589087978;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59163;59153;CONDE-SUR-L'ESCAUT;59;18.9154086983;9667.76;50.4678612037, 3.60589087978;Orange France Couverture surfacique 3G;0.98;Orange France ; surfacique 3G;Surfacique;3G
59163;59153;CONDE-SUR-L'ESCAUT;59;18.9154086983;9667.76;50.4678612037, 3.60589087978;Orange France Couverture population 4G;1.0;Orange France ; population 4G;Population;4G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;SFR Couverture population 4G;0.08;SFR ; population 4G;Population;4G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Bouygues Telecom Couverture surfacique 3G;0.97;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Free Mobile Couverture surfacique 4G;0.71;Free Mobile ; surfacique 4G;Surfacique;4G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59380;59154;COUDEKERQUE-VILLAGE;59;11.4161147082;1162.16;50.9945680467, 2.42167016066;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59210;59155;COUDEKERQUE-BRANCHE;59;9.21125571397;22195.81;51.0179541343, 2.39580832593;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59552;59156;COURCHELETTES;59;1.72461591119;2512.34;50.3421628278, 3.05975008268;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59552;59156;COURCHELETTES;59;1.72461591119;2512.34;50.3421628278, 3.05975008268;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59552;59156;COURCHELETTES;59;1.72461591119;2512.34;50.3421628278, 3.05975008268;Bouygues Telecom Couverture surfacique 4G;1.0;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59552;59156;COURCHELETTES;59;1.72461591119;2512.34;50.3421628278, 3.05975008268;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;SFR Couverture surfacique 3G;0.92;SFR ; surfacique 3G;Surfacique;3G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Par au moins un opérateur Couverture population 4G;0.06;Tout Opérateur ; population 4G;Population;4G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Par au moins un opérateur Couverture surfacique 3G;0.96;Tout Opérateur ; surfacique 3G;Surfacique;3G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Bouygues Telecom Couverture surfacique 2G;0.97;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Orange France Couverture population 4G;0.06;Orange France ; population 4G;Population;4G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Bouygues Telecom Couverture surfacique 4G;0.0;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59149;59157;COUSOLRE;59;21.4379991762;2395.02;50.2372536419, 4.15308223751;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59310;59158;COUTICHES;59;16.6598356084;2732.3;50.4501366141, 3.19335565357;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59279;59159;CRAYWICK;59;7.2928611373;604.66;50.9726285741, 2.22142508421;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59279;59159;CRAYWICK;59;7.2928611373;604.66;50.9726285741, 2.22142508421;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59279;59159;CRAYWICK;59;7.2928611373;604.66;50.9726285741, 2.22142508421;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59279;59159;CRAYWICK;59;7.2928611373;604.66;50.9726285741, 2.22142508421;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59279;59159;CRAYWICK;59;7.2928611373;604.66;50.9726285741, 2.22142508421;SFR Couverture surfacique 4G;0.98;SFR ; surfacique 4G;Surfacique;4G
